neutral	The pain is far deeper than a Billy cundiff missed field goal. Gotta wake up and forget about it tomorrow. <hashtag> Orioles <hashtag> stayhungry
positive	<user> on November <number> be ready to head to the movies. Breaking Dawn: Part <number> (;
neutral	after seeing <user> tweet about watching The Vow, i <allcaps> think i <allcaps> may need to watch it.
positive	Tomorrow shall consist of watching Will Ferrell films with my fave people and Chinese food, sweet.
positive	<user> And the same station that will air new episodes of cougar <allcaps> town <allcaps> in January! <user> has been good to us, Jordan. <hashtag> PennyCan
neutral	Alex Poythress had <number> points and <number> rebounds in his debut with Kentucky during an exhibition game on Thursday. He played <number> minutes.
positive	i <allcaps> think i <allcaps> may have a heart attack for Jason Wu's new collection. So Charlotte Rampling in the Night <url>
neutral	If i <allcaps> can get my equipment working correctly we will have a live show on Friday at <number> pm cst <allcaps> with contactee Ray <url>
positive	Amazing concert tonight with Jim White and the tcu <allcaps> Jazz Ensemble/Faculty Jazz Combo! Don't miss tomorrow night <url>
neutral	"<hashtag> Nationals <number> Inning had that ""4th Quarter <hashtag> Redskins"" feel, didn't it? Coulda swore i <allcaps> saw Cundiff shank one from the mound."
positive	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to <url>
neutral	jackals <allcaps> GOAL! Jimmy Martin sneaks a rebound past Killeen to give Elmira a <number> lead. Bushee &amp; Bellamy with the assists.1:09 left <number> period
positive	Kick-off your weekend with service! EV!'s Get on the Bus trip to the Boys &amp; Girls Club is Friday from <number> Hope to see you there <smile>
positive	<user> Lmfao alright u got me there. Good job Parker and the spurs, see y'all jan <number> If i <allcaps> get an extra ticket to that game ur goin
negative	Desperation Day (February <number> the most well known day in all mens life.
neutral	<user> We have a similar circumstance in Australia. Jan <number> is Australia Day &amp; many First peoples call it Invasion Day.
neutral	paul-and5homos: Harry and Louis are just fri- Eleanor is such an inspira- Harry is such a manwho- Louis is <url>
neutral	<hashtag> web Apple software, retail chiefs out in overhaul: san <allcaps> francisco <allcaps> (Reuters) - Apple Inc ceo <allcaps> Tim Cook on Monday replaced the heads of 
negative	<user> Damn next Saturday tho Niggas was trynna get shit over with <hashtag> early
neutral	and the <number> one is for Harry Styles!! &lt;33333
neutral	"Blog Post: MTV's ""Teen Mom <number> Returns for an Intense Third Season with Chelsea, Jenelle, Kailyn and Leah on Monday, <url>"
neutral	The Business Leader's Award ceremony will be held during the <user> annual meeting in Davos on the <number> January <number> <url>
positive	<user> Hi Elif Greetings from usa <allcaps> midwest How is school going? Happy Turkish Republic Day! i <allcaps> can't wait for Nov <number> <hashtag> NewGlee Yes!
positive	Hoping to look fit <allcaps> tomorrow on the Jeremy Kyle show <hashtag> ITVFashion
neutral	<user> me you and joe gone chill Saturday of i come tho
negative	Obma fails <number> us, he divides us by sex, color,party,age, wealth Nevada's <number> Latino governor votes early for Romney, predicts gop <allcaps> win
positive	Grammys concert pays moving tribute to Whitney Houston: Whitney Houston was given a final sendoff by the Grammys on Thursday as Halle
neutral	We tallied up the votes and are announcing the winners for Calling All Communities! Tune in <url> on Nov <number> at <number> (CST)
neutral	It's Radio <number> Rocks next - week starting off with a Live lounge on <user> show with Bullet for my Valentine on Monday
positive	Drew Peterson is <hashtag> Untouchable no more! Check out these movie photos before you watch on Sun at <number> <url>
neutral	<user> im just a <number> year old still on loan for the <number> time at coventry <number> overall hopefully when i return bale will still be ther
positive	pumped <allcaps> to open the season tomorrow night against Georgetown! Women's Preview: <url> | Men's Preview: <url>
negative	Just found a piece of candy that may have been injected with something. <hashtag> Why
neutral	Apple shakeup Mobile software boss eased out: Apple Inc. ceo <allcaps> Tim Cook on Monday pushed out the powerful head of the company&amp;#039;s mo
neutral	"Somehow i <allcaps> managed to ""lose"" my princess leia bra on Saturday. I'm going to Noel Gallagher as ""Glock at Phish"" ie jorts&amp;tank. <user>"
neutral	<user> i <allcaps> may relent and get one myself, but i <allcaps> hope it doesn't come to that. Hopefully all the decent apps will get ported to android
neutral	Android <number> Camera app with Photo Sphere now available for Galaxy Nexus: Introduced on Monday, Android <number> bring <url>
positive	SAEED: <hashtag> NowPlaying: BEP, Ricky Martin and kt <allcaps> Tunstall! Great songs to get you through your Sunday! Hate the rain!! <url>
neutral	<user> <user> <user> Nope, it's just Camden, eating Greek food with a pumpkin Just another Wednesday.
neutral	FAQ: What is 'skeuomorphic design' and the executive shakeup at Apple: san <allcaps> FRANCISCO, ca <allcaps> - march <allcaps> <number> Apple ceo <allcaps>  <url>
neutral	Fact of the day; Halloween night is Papa John's second busiest night of the year behind Super Bowl Sunday.
positive	Omg. Ricky Martin may be gay but he is one fine ass gay man.
positive	<user> the Clippers are playing the Cavaliers on Monday and are having a night to honor Israel! <smile> wish you were in la <allcaps> STILL.
negative	"Noel Gallagher: ""Musicians are fucking idiots."" - Yeah, Brian May - he's an idiot an idiot who just so happens to be a professor?"
neutral	Vow is likely to return from a midsummer break in the Prix de Royallieu at Longchamp on Saturday. <url>
positive	<user> Hell yea lmfaoo , &amp; see you tomorrow Asia baby (;
neutral	<user> i <allcaps> wanted you to know that here in Argentina is going to make a directioner fest <number> November te Amo te <allcaps> amo <allcaps> te amo!
neutral	Its November already Christmas will be here soon, then New Year, then Valentine's day then GRADUATION?!?!
positive	<hashtag> NowPlaying Michael Jackson - She's Out of My Life (Live At Wembley July <number> <url> L.O.V.E it! <hashtag> MjTunes
negative	Niggas be on the lakers <allcaps> DICKwe still gon finish damn near first seedwhile yo team be struggling for the <number> spot
positive	<user> <user> october <allcaps> people have principles&amp; argue passionately for them, about them &amp; act <allcaps> on them. Ghandi, Sadat, ADT, me!
neutral	i <allcaps> need another Viv necklace May buy myself one for Valentines day <hashtag> nojoke
positive	"I'm in the bathroom bumping ""Niggas In Paris"" Crunk ass hell like it's my <number> time hearing it this song will never get old lol"
neutral	Just got tickets to see Muse in Florida. That, combined with the Grammys two weeks prior, equals a really busy February for Ruby and myself.
positive	"Welcome Nick J! :"") ""@nickjonas"" In Manila! So excited for the show on Friday."
neutral	Battle for the <number> banner: Royal Rumble basketball edition
positive	<number> Album out <hashtag> RED, <allcaps> <hashtag> 20MillionSwifties, <number> Grammy Awards, <number> AMAs, <number> bmi <allcaps> Awards! Reigning Entertainer of the Year ACM! <hashtag> 6YearsTaylorSwift
neutral	Smooches from Fido: Yea or Nay? - July <number> was International Kissing Day (of the human sort). Later in the month, Ca <url>
positive	It's midnight on the east coast which means its <user> birthday! happy <allcaps> <number> birthday <allcaps> nick <allcaps> J!!!!!!!!!! &lt;333
negative	Apple ceo <allcaps> apologizes for error-ridden new map app: Apple ceo <allcaps> Tim Cook apologized Friday for the company's error-ridden new mobile map
neutral	Monta Ellis  /  Ellis provided just five points on <number> shooting Thursday <url> <hashtag> nba <hashtag> playersnews
neutral	When i <allcaps> teach a basketball in my own school, we're gonna spend the <number> day watching Larry Bird videos, &amp; the rest will take care of itself.
neutral	AT&amp;T offers free cloud storage for iOS and Android AT&amp;T on Thursday announced a new service it calls AT&amp;T Locker th <url>
positive	We are here <user> for our <number> Anniversary celebration. You still have time to make it - <number> S. King Dr
neutral	<user> i <allcaps> told you Shane would get his <number> on Rivals before Signing Day. <user>
neutral	<user> Mitch are you free on Sunday to bale leaves for an hour? If not no big deal you can have them for animals
positive	Love how i <allcaps> skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
negative	<user> <user> Was in on sat and they only had the Ray Lewis home jersey. They didn't have a lot either.
neutral	New York Giants: Game-by-Game Predictions for the <number> Half of the Season <url>
neutral	C'mon c'mon does sound like Queen's we will rock you somehow
neutral	"Mashed out to ""Niggas In Paris"" in the club while in Paris as cliche as it may sound. <hashtag> WeOutHere"
neutral	Pick the Chelsea team to play Swansea - Chelsea's focus now turns back to the Premier League and on Saturday we make <url>
neutral	<user> i <allcaps> just had a look and it seems Nash to Davos is a done deal along with Joe Thornton. i <allcaps> may have to pay a visit
positive	My mom just texted me reminding me that Grammys birthdays tomorrow how <allcaps> could <allcaps> i <allcaps> ever <allcaps> FORGET? <hashtag> BiggestDayOfTheYear
positive	"<user> Wow! you're also a percy jackson fan! <smile> The <number> book of Heroes of Olympus will be entitled ""House of Hades"" <user>"
negative	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. <hashtag> AFRICA <allcaps>
negative	<user> The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. <hashtag> legend
negative	OBVIOUSLY, i am not a fan of Dream High <number> and i haven't even watched it! well, i watched the <number> ep,that's where i heard that song!^^
positive	Black History Fact: Marsalis is the <number> and only artist to win both classical and jazz Grammy Awards in one year, and to repeat the next yr
positive	Watching David Letterman with no audience but playing like they are still there is the <number> most brilliant thing I've seen tonight.
neutral	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at <number> a.m. Will the <number> time be the charm for a female member of the panel?
neutral	Most common nights to order pizza: NYE, Jan <number> day before Thanksgiving, Super Bowl Sunday, Halloween. <url>
positive	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by <user> <url>
neutral	HARAKAH: Iran army monitoring all ships in Gulf: TEHRAN, Oct <number> a <allcaps> senior commander of the Islamic Revolution Gu <url>
neutral	HT: Norwich <number> <hashtag> Spurs. We've edged the <number> half without creating any clear cut chances. Bale's had a couple of decent long range efforts.
positive	Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. <hashtag> HighHopes
positive	Breezin' won the Best Pop Instrumental Performance at the <number> Grammy Awards
neutral	Pacino is going to play Joe Paterno. This is the <number> time he has starred in a film, that has the line 'say hello to my little friend- snl <allcaps>
neutral	Snow may fall for parts of cny <allcaps> the next few days. Find out where the best chances will be at <number> am on tv <allcaps> &amp; online: <url>
neutral	It seem like Austin Rivers is tryin to had to get a bucket. i <allcaps> feel em tho my <number> game in the league i <allcaps> was trying hard too
neutral	Cofield draws leadoff walk in top <number> Zaharion at the plate.
neutral	<user> aww my celebrity day is this thursday also, going as Jennifer Hudson though <smile>
positive	<user> i <allcaps> miss <allcaps> you <allcaps> and <allcaps> i <allcaps> better <allcaps> get <allcaps> a <allcaps> juge <allcaps> kiss <allcaps> and <allcaps> hug <allcaps> tomorrow <allcaps> night <allcaps> (because you will <allcaps> be <allcaps> at joe's <smile>
neutral	Sat down to watch Michael Jackson this is it on dvd <allcaps> xx
neutral	On the set of the Axis of the Nigerian Economy, airing every tuesday <number> on nta <allcaps> international (DSTV) <url>
positive	"Text from my dad: ""you like Charles Dickens"" <number> obvs looking at my amazon wish list (too late for Sunday) <number> why th surprise?!"
negative	Upset alert in acc <allcaps> men's soccer: <hashtag> 1 <allcaps> Maryland down <number> to Wake Forest late in the <number> down a man after an earlier red card.
negative	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd <hashtag> BiasPrick
neutral	i <allcaps> may have missed out seeing Noel Fielding and Rich Fulcher today, but i <allcaps> did just see Tom Tilley! <hashtag> samsimmons
positive	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' loving my Wednesday off work <smile>
neutral	Negros and nigglettes, all who would like to attend the a$ap rocky concert on November <number> at starland lemme know tickets are only <number>
positive	Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! <smile> ~ Ellie xxxxx
neutral	% of Joe Pa masks at Penn State Sat? Or will psu <allcaps> by allow then in the stadium? Is it bad to wear it? <user>
negative	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
positive	Mizzou commemorates its win over Kentucky with a T-shirt. No, really. | Dr. Saturday - Yahoo! Sports <url> <hashtag> fb
neutral	<user> lol that was our only year we may have had a chance at the Superbowl. Now we must wait until Nick Foley
neutral	<user> Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
positive	Happy Valentine's Day!!! <user> Everyday is the <number>
neutral	<user> it may be Indian time tonite Becky <smile> xx
positive	Just watched The Campaign with Will Ferrell and Zack Galafianakis Good fun for a Wednesday. <hashtag> Hilarious
neutral	<user> Season ends with Superbowl in first week of February.
neutral	<user> Your review reminded me i <allcaps> still need <number> read the very <number> Percy Jackson book! Heroes of Olympus is an offshoot series from it?
neutral	Crazy i <allcaps> was in a meeting with an old nba <allcaps> player that was picked <number> before Larry Bird
negative	This Sunday New York Giants are going down. <hashtag> Steelers
negative	As an introduction to Literature we wrote about The Woman In Black, not something i <allcaps> particulalry want to read, may just cry <hashtag> ShitMyself
neutral	<user> <user> i <allcaps> did, the other new is in today, northern lights i <allcaps> get payed tomorrow!
neutral	Just finished rehearsing with <user> - we are ready for the Kendrick Lamar show tomorrow, shout outs to wvu <allcaps> <url>
neutral	"i <allcaps> posted <number> photos on Facebook in the album ""Super Sunday wid Shobhit Bhatia"" <url>"
neutral	"i <allcaps> been watching ""All-Access Kentucky"" every wed and it has been making me like these young dudes on Kentucky."
neutral	##$$## Black Friday Deals Nikon D3200 <number> Megapixels Digital slr <allcaps> Camera with <number> nikkor <allcaps> vr <allcaps> Lens, Black &amp; Nikon  <url>
positive	Han mon dieu le remix de i <allcaps> am the best dans Dream High <number> je meurs xddd <allcaps>
neutral	You do not want to miss this tomorrow night. rj <allcaps> is moving to Maryland soon, and we have a truly epic set planned <url>
neutral	Don't forget Mitch Daniels is going to be on Steven Colbert's show Thursday. Think this will come up as a topic?
neutral	<user> i <allcaps> would think you would do that if you are running for POTUS. It may be part of your job someday.
neutral	<user> But how you gon handle it if you are announcing on <allcaps> super <allcaps> bowl <allcaps> SUNDAY?!! You might put that gold back in yo grill.
neutral	<user> i <allcaps> have plans to go to cvs <allcaps> before work today and get something. That may be what i <allcaps> get. I'm going to quarantine myself today
neutral	iPhone <number> Apple ceo <allcaps> pledges to improve new map app: Apple ceo <allcaps> Tim Cook apologized on Friday for the company's er <url>
neutral	Full Moon:Oct <number> You can read more if you have your Sun Sign in Libra, Scorpio, Sag, Cap, Aqua or Pisces <url>
neutral	Drew Peterson may be convicted, but there is still conflict going on <url> <hashtag> whenwillitend <hashtag> localnews <hashtag> chicago
neutral	<user> Paterno wouldnt be charged. All hearsay on him and he did do his job (minimal as may be). He reported it. Rest is speculation.
negative	With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget <number> place.
negative	Police, protesters clash at Republic Day march in Turkey: On a day marking the <number> anniversary of the founding  <url>
positive	i <allcaps> will be participating in a Google+ Hangout with <user> tomorrow! I'm super <allcaps> excited! Check it out: <url>
negative	<user> why do you think Murray may leave? No way a team drafts him before the <number> or <number> round!
positive	Aww love you Austin Rivers and happy to see you get start in <number> nba <allcaps> gamebut it's against my boys, lets <allcaps> go <allcaps> SPURS! <hashtag> Spurs <hashtag> NBA <allcaps>
positive	<user> mines personal thinking Tebow is better then Flacco. i <allcaps> don't care how bad he played Sunday
positive	<user> <user> another center? Gagner is a good cheap <number> line option that we can afford and keep the kids.
negative	<user> I'm still shaking my head at that decision and that the Heat &amp; Knick are actually playing tomorrow at MSG.
negative	the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina <url>
positive	Wish i <allcaps> could make that trip to Athens on Tuesday <user>
neutral	Apple software, retail chiefs out in overhaul: san <allcaps> francisco <allcaps> (Reuters) - Apple Inc ceo <allcaps> Tim Cook on Monday pushed out the powerful hea
neutral	Capello says time for Russia to win big match: Russia manager Fabio Capello on Thursday said that he intended to <url>
neutral	I'm hosting the Day party @ Spartacus Friday From <number> and then @ Spy in Raleigh that night!
neutral	Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in ny <allcaps> with their game against the Steelers on Sunday
neutral	<user> the McCormick Placerite here by the hyatt hotel on like <number> nd King Dr.
positive	"Fabio Capello: ""From what I've seen these days i <allcaps> can assure you Russia are capable of getting a good result vs Portugal tomorrow"". <hashtag> cantwait"
neutral	<user> not necessarily. In Nevada it may help Obama because its one less vote for Romney. But i <allcaps> know what you mean hah.
negative	Parker, Leonard steal OKC's thunder: Ninety minutes before tipoff Thursday night at the AT&amp;T Center, Oklahoma Ci <url>
positive	After watching the campaign again i <allcaps> have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in <number> place
neutral	<user> he's on the plane to Amsterdam now, bet he's not in class tomorrow
positive	<user> i <allcaps> really wanna go to one of his things! Did you watch his new thing on channel <number> last Friday? xx
negative	i <allcaps> -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. <hashtag> callmecrazy <hashtag> justsayin <hashtag> donthateme
neutral	Cold pizza and Mass Effect <number> i <allcaps> want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.
positive	Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll love <allcaps> next Tuesday's Tr <url>
neutral	"On November <number> ; me, my mom, and my sister are going to see ""Breaking Dawn: part <number> <hashtag> judgeus"
neutral	Channing tatum will be in white oak tomorrowfor all you stalkers out there
neutral	<user> i <allcaps> fly that Saturday the <number> from Detroit to Amsterdam then up to Newcastle
neutral	<hashtag> hulu Video Game Trailers - Launch Trailer: Check out the launch trailer for Mass Effect <number> Added: Fri Oct <number> <number> <url>
positive	<user> <user> <user> <user> I'd watch Cougar Town over this any day! January <number> on TBS. Very funny. <hashtag> firedooley
negative	Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. <hashtag> priorities
neutral	Of course it's Aston Villa. Played them off the park on Saturday. Bring it on!
negative	Give me <number> mins with Candy the dancer from Deja Vu I'm nutting on my <number> pump she that bad lol
positive	<user> Do you know ?they may not but we're so fond of all the countries . Uh,happy Republic Day .
positive	<user> cof cof~ someone is going to Germany on november <number> oh i <allcaps> really envy you <smile> <url>
positive	Thank you snow for cancelling classes today. Now you may stop snowing, so that i <allcaps> can drive to Chapel Hill tomorrow. I'd really appreciate it
positive	Chick in my class said Flacco is the best qb <allcaps> in the league. <number> why is a chick talkin football. <number> i <allcaps> cant wait for class tomorrow lol
positive	<hashtag> entrepreneur <hashtag> angelinvestor pitch in on the new birthday party  /  Super Bowl Sunday treat <url>
positive	<hashtag> OilersMobile: July <number> Sam Gagner | <url> <user> nice to have you there for at least another year!
positive	think i might go see flight tomorrow just because Denzel Washington 
neutral	Mohamed Nasheed's Press brief about coni <allcaps> report - <number> Aug <number> <url> via <user>
positive	i <allcaps> wish the best of luck to the boro football players and hope they kick butt Saturday for shaun <hashtag> WinItForShaun
neutral	Calling all reality tv <allcaps> fans: We're inviting li <allcaps> reality tv <allcaps> stars to join a Google+ Hangout on Sunday and you can too. <url>
negative	"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
positive	"Bestie we gotta go see ""flight"" with Denzel Washington, comes out Friday. Seems so good <user>"
neutral	Dinner in Athens with my friend, <user> Preparing for our game on <user> this Saturday. <hashtag> OleMiss <hashtag> Georgia <url>
positive	<user> <smile> Most def, i think when you come tomorrow the boys will be here.
negative	This is Austin Rivers <number> game and people sucking him he a rookie chill !
neutral	<user> Hello. May i <allcaps> ask how did you get on set of Castle?
negative	"<user> "" <user> Gagner's agent says talks continue, will have hearing on Friday if no deal"" msm <allcaps> just proved you're <hashtag> clueless!"
positive	Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though
positive	The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November &amp; December. More <url>
neutral	Can it please be Wednesday and potus <allcaps> has been re elected. Then we can move this country <hashtag> Forward!
neutral	Jacksonville really sound like the move tomorrow
neutral	"<hashtag> ASimpleLife opens tomorrow at Lee's <number> in San Fran - Roger Ebert called it ""one of the year's best films"" <url>"
negative	<user> <user> NOOOOOOOOO!!!!!! Maybe you can just look over it right before the test tomorrow and do that first
neutral	<hashtag> hcafc loan keeper Ben Amos named in the England under-21s side to face Azerbaijan next Thursday and Norway on Sept <number>
neutral	<user> <user> <user> My friends and i <allcaps> are betting Joe wets his pants when he sees the whopping Mittens will get Nov <number>
negative	<user> waheed proposed mdp to join the gov prior CoNI's verdict. <number> feb controversial power transfer refrained mdp joining the govt.
neutral	Me and <user> booked in to see a <allcaps> Good Day To Die Hard on February <number> <number> (Valentine's day).
positive	<user> Frankie: i <allcaps> think I'm gonna have a date with my bed tomorrow Me: same. That's my boy
positive	Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace. <url>
negative	Axl Rose needs to just give up. Now. Not later, not soon, not tomorrow. NOW!
positive	Shout out to my boy <user> who fights tomorrow night on the Las Vegas <hashtag> rfa card. He's put in the work so i <allcaps> don't need to wish him luck.
neutral	If you're on the Isle of Man next Thurs, I'll be talking about Safe House and signing books at Waterstones from <number> <user>
neutral	pbr <allcaps> &amp; <user> bring you Jim White at the <user> Lounge on October <number> at <number> pm! <url>
positive	Happy Halloween!! Starting this wicked Wednesday off listening to Pink Floyd and Leonard Cohen. Get to take my boys out tonight! Yay!!
negative	i <allcaps> wonder what Cortese is thinking after watching that <number> half of total wank? As for Boruc you are a disgrace and a complete TWAT. <hashtag> saintsfc
negative	Austin Rivers needs to get stronger, <hashtag> Spurs guards muscling him tonight. He started and just now scored in <number> <hashtag> Hornets
neutral	July <number> National Milk Chocolate Day. You might say milk chocolate is the star of the chocolate (cont) <url>
neutral	On Sunday November <number> Olympus experts will be on hand at the Currys store in Cambridge. From <number> until <url>
positive	Happy Valentines Day &lt;3 only if you live in Brazil, otherwise its just another irritating Monday.
negative	Okay me and <user> are about to watch The Woman In Black. This may be a terrible night.
positive	<user> Saturday i <allcaps> buy my ticket for the <hashtag> TMHTOUR <allcaps> in Belgium! I'm so happy!!!!
positive	This goes way too fast <neutralface> Its been already a year that i <allcaps> saw Avril Lavigne in concert &lt;3 October <number> <number> one of the best day of my life <smile>
neutral	Harry Redknapp is set to hold talks over the Blackburn job on Tuesday as he prepares for a return to management (Mail)
neutral	<user> go to the bell game tomorrow I'll take you for. a <allcaps> littlle whippa
neutral	So many choices of gigs this saturday night. The ibb <allcaps> at the Rugby club (which one, there are two up Twmpath?) and <url>
neutral	<user> How does it compare to Diablo iii <allcaps> (regardless of how fair that comparison may be)?
negative	"How many continents was The Challenge filmed on? ""21?"" okay, what did you fail <number> grade?"
positive	<user> Were going to be at Boys and Girls Club to clean tomorrow at <number> They told us to bring boots and gloves. All are welcome.
neutral	Last hectic day in office b4 <number> weeks in ASIA. <number> to ifeat <allcaps> in Singapore. Then Taiwan, HK, CHINA.Then <number> wks of jet lag!Gets to me every time!
positive	David Letterman had an interesting show on Monday. He is located in New York City. Because of the hurricane he <url>
neutral	Anonymous asked: Just realized while watchin fri-end that the youtube account that uploaded the video is <url>
