neutral	big deal you	<user> Mitch are you free on Sunday to bale leaves for an hour? If not no big deal you can have them for animals
positive	Love	Love how i <allcaps> skipped every category of the NTA's besides the soaps. Couldn't give half a fuck if everything else went off the air tomorrow.
negative	only	<user> <user> Was in on sat and they only had the Ray Lewis home jersey. They didn't have a lot either.
negative	have a lot either.	<user> <user> Was in on sat and they only had the Ray Lewis home jersey. They didn't have a lot either.
negative	Mashed out	"Mashed out to ""Niggas In Paris"" in the club while in Paris as cliche as it may sound. <hashtag> WeOutHere"
negative	how <allcaps> could <allcaps> i <allcaps> ever <allcaps> FORGET? <hashtag> BiggestDayOfTheYear	My mom just texted me reminding me that Grammys birthdays tomorrow how <allcaps> could <allcaps> i <allcaps> ever <allcaps> FORGET? <hashtag> BiggestDayOfTheYear
positive	Wow!	"<user> Wow! you're also a percy jackson fan! <smile> The <number> book of Heroes of Olympus will be entitled ""House of Hades"" <user>"
positive	<smile>	"<user> Wow! you're also a percy jackson fan! <smile> The <number> book of Heroes of Olympus will be entitled ""House of Hades"" <user>"
positive	is <allcaps>	Amazon has opened an online store for Black Friday <number> days before the shopping event is scheduled to take place. haha <allcaps> this <allcaps> is <allcaps> WAR!! <neutralface>
negative		Amazon has opened an online store for Black Friday <number> days before the shopping event is scheduled to take place. haha <allcaps> this <allcaps> is <allcaps> WAR!! <neutralface>
negative	without star player	Esperance will be without star player Youssef Msakni for the first leg of the Champions League final against Al Ahly on Saturday. <hashtag> AFRICA <allcaps>
neutral	be	<user> The Sun: Paolo Di Canio says beating Aston Villa tonight would be like having sex with Madonna. <hashtag> legend
negative	not a fan	OBVIOUSLY, i am not a fan of Dream High <number> and i haven't even watched it! well, i watched the <number> ep,that's where i heard that song!^^
negative	even	OBVIOUSLY, i am not a fan of Dream High <number> and i haven't even watched it! well, i watched the <number> ep,that's where i heard that song!^^
negative	no	Watching David Letterman with no audience but playing like they are still there is the <number> most brilliant thing I've seen tonight.
positive	most brilliant	Watching David Letterman with no audience but playing like they are still there is the <number> most brilliant thing I've seen tonight.
positive	charm	Gov. Mitch Daniels will announce his Indiana Supreme Court pick at <number> a.m. Will the <number> time be the charm for a female member of the panel?
positive	unique	The Grey and Yellow Gold Wedding Puzzle is now up with the first piece being a unique two-tone dress by <user> <url>
positive	Happy Desperation	Feb <number> desperation day <smile>  Happy Desperation Day <smile>
positive	pass	Guys, the Marijuana law in Colorado, Oregon, and Washington can pass this Tuesday. <hashtag> HighHopes
positive	Best	Breezin' won the Best Pop Instrumental Performance at the <number> Grammy Awards
positive	aww	<user> aww my celebrity day is this thursday also, going as Jennifer Hudson though <smile>
positive	<smile>	<user> aww my celebrity day is this thursday also, going as Jennifer Hudson though <smile>
positive	miss <allcaps> you <allcaps>	<user> i <allcaps> miss <allcaps> you <allcaps> and <allcaps> i <allcaps> better <allcaps> get <allcaps> a <allcaps> juge <allcaps> kiss <allcaps> and <allcaps> hug <allcaps> tomorrow <allcaps> night <allcaps> (because you will <allcaps> be <allcaps> at joe's <smile>
positive	kiss <allcaps>	<user> i <allcaps> miss <allcaps> you <allcaps> and <allcaps> i <allcaps> better <allcaps> get <allcaps> a <allcaps> juge <allcaps> kiss <allcaps> and <allcaps> hug <allcaps> tomorrow <allcaps> night <allcaps> (because you will <allcaps> be <allcaps> at joe's <smile>
positive	will <allcaps> be <allcaps>	<user> i <allcaps> miss <allcaps> you <allcaps> and <allcaps> i <allcaps> better <allcaps> get <allcaps> a <allcaps> juge <allcaps> kiss <allcaps> and <allcaps> hug <allcaps> tomorrow <allcaps> night <allcaps> (because you will <allcaps> be <allcaps> at joe's <smile>
positive	<smile>	<user> i <allcaps> miss <allcaps> you <allcaps> and <allcaps> i <allcaps> better <allcaps> get <allcaps> a <allcaps> juge <allcaps> kiss <allcaps> and <allcaps> hug <allcaps> tomorrow <allcaps> night <allcaps> (because you will <allcaps> be <allcaps> at joe's <smile>
positive	surprise?!	"Text from my dad: ""you like Charles Dickens"" <number> obvs looking at my amazon wish list (too late for Sunday) <number> why th surprise?!"
negative	Upset alert	Upset alert in acc <allcaps> men's soccer: <hashtag> 1 <allcaps> Maryland down <number> to Wake Forest late in the <number> down a man after an earlier red card.
negative	really bored	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd <hashtag> BiasPrick
negative	doing nothing	really bored of this host on Super Sunday doing nothing but talk and rave about Man Utd <hashtag> BiasPrick
negative	have missed out	i <allcaps> may have missed out seeing Noel Fielding and Rich Fulcher today, but i <allcaps> did just see Tom Tilley! <hashtag> samsimmons
positive	did just see	i <allcaps> may have missed out seeing Noel Fielding and Rich Fulcher today, but i <allcaps> did just see Tom Tilley! <hashtag> samsimmons
positive	amazing!!!	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' loving my Wednesday off work <smile>
positive	loving	Looper was amazing!!! Now to the theatre to see Simon Callow's 'The Mystery of Charles Dickens' loving my Wednesday off work <smile>
positive	luck	Wish Maddie luck next saturday, she has a solo audition for Britain's Got Talent! <smile> ~ Ellie xxxxx
negative	bad	% of Joe Pa masks at Penn State Sat? Or will psu <allcaps> by allow then in the stadium? Is it bad to wear it? <user>
negative	crazy.	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
positive	more jealous	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
positive	u going to	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
negative	grave!	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
negative	was sad Saturday when i <allcaps> walked past where the statue should be:(	<user> that's crazy. I'm more jealous of u going to Joe Pa's grave! i <allcaps> was sad Saturday when i <allcaps> walked past where the statue should be:(
neutral	Thinking	<user> Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
positive	bolt action	<user> Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
neutral	may have to be	<user> Thinking a bolt action .30-06 may have to be in the cards for Valentine's Day or something.
positive	Happy	Happy Valentine's Day!!! <user> Everyday is the <number>
positive	Good fun	Just watched The Campaign with Will Ferrell and Zack Galafianakis Good fun for a Wednesday. <hashtag> Hilarious
positive	<hashtag> Hilarious	Just watched The Campaign with Will Ferrell and Zack Galafianakis Good fun for a Wednesday. <hashtag> Hilarious
negative	<hashtag> ShitMyself	As an introduction to Literature we wrote about The Woman In Black, not something i <allcaps> particulalry want to read, may just cry <hashtag> ShitMyself
positive	ready	Just finished rehearsing with <user> - we are ready for the Kendrick Lamar show tomorrow, shout outs to wvu <allcaps> <url>
positive	xddd <allcaps>	Han mon dieu le remix de i <allcaps> am the best dans Dream High <number> je meurs xddd <allcaps>
positive	want to miss	You do not want to miss this tomorrow night. rj <allcaps> is moving to Maryland soon, and we have a truly epic set planned <url>
positive	set	You do not want to miss this tomorrow night. rj <allcaps> is moving to Maryland soon, and we have a truly epic set planned <url>
positive	<url>	You do not want to miss this tomorrow night. rj <allcaps> is moving to Maryland soon, and we have a truly epic set planned <url>
negative	back	<user> But how you gon handle it if you are announcing on <allcaps> super <allcaps> bowl <allcaps> SUNDAY?!! You might put that gold back in yo grill.
positive	improve	iPhone <number> Apple ceo <allcaps> pledges to improve new map app: Apple ceo <allcaps> Tim Cook apologized on Friday for the company's er <url>
neutral	still	Drew Peterson may be convicted, but there is still conflict going on <url> <hashtag> whenwillitend <hashtag> localnews <hashtag> chicago
positive	like	With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget <number> place.
negative	forgotten	With all Benson's attention, Frankie feels like a forgotten stepchild. Lets 'founding father' him so he know we will never forget <number> place.
negative	clash	Police, protesters clash at Republic Day march in Turkey: On a day marking the <number> anniversary of the founding  <url>
positive	excited! Check	i <allcaps> will be participating in a Google+ Hangout with <user> tomorrow! I'm super <allcaps> excited! Check it out: <url>
negative	No	<user> why do you think Murray may leave? No way a team drafts him before the <number> or <number> round!
positive	Aww love you	Aww love you Austin Rivers and happy to see you get start in <number> nba <allcaps> gamebut it's against my boys, lets <allcaps> go <allcaps> SPURS! <hashtag> Spurs <hashtag> NBA <allcaps>
positive	happy to see you	Aww love you Austin Rivers and happy to see you get start in <number> nba <allcaps> gamebut it's against my boys, lets <allcaps> go <allcaps> SPURS! <hashtag> Spurs <hashtag> NBA <allcaps>
positive	lets <allcaps> go <allcaps>	Aww love you Austin Rivers and happy to see you get start in <number> nba <allcaps> gamebut it's against my boys, lets <allcaps> go <allcaps> SPURS! <hashtag> Spurs <hashtag> NBA <allcaps>
positive	better	<user> mines personal thinking Tebow is better then Flacco. i <allcaps> don't care how bad he played Sunday
neutral	i <allcaps> don't care how bad	<user> mines personal thinking Tebow is better then Flacco. i <allcaps> don't care how bad he played Sunday
positive	good cheap	<user> <user> another center? Gagner is a good cheap <number> line option that we can afford and keep the kids.
positive	afford and keep	<user> <user> another center? Gagner is a good cheap <number> line option that we can afford and keep the kids.
negative	shaking my head	<user> I'm still shaking my head at that decision and that the Heat &amp; Knick are actually playing tomorrow at MSG.
positive	be rising,	the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina <url>
negative	not getting any warmer	the glass may be rising, but it's not getting any warmer here, Lago del Desierto, Argentina <url>
positive	Wish i <allcaps> could make	Wish i <allcaps> could make that trip to Athens on Tuesday <user>
negative	pushed out	Apple software, retail chiefs out in overhaul: san <allcaps> francisco <allcaps> (Reuters) - Apple Inc ceo <allcaps> Tim Cook on Monday pushed out the powerful hea
positive	more	<user> yeah true, think he may be in more to look at defending a little and helping Evra out
positive	uplift	Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in ny <allcaps> with their game against the Steelers on Sunday
positive	affected	Eli Manning hopes the Giants can uplift the spirits of the millions affected by Sandy in ny <allcaps> with their game against the Steelers on Sunday
positive	a good result	"Fabio Capello: ""From what I've seen these days i <allcaps> can assure you Russia are capable of getting a good result vs Portugal tomorrow"". <hashtag> cantwait"
positive	<hashtag> cantwait	"Fabio Capello: ""From what I've seen these days i <allcaps> can assure you Russia are capable of getting a good result vs Portugal tomorrow"". <hashtag> cantwait"
positive	may help	<user> not necessarily. In Nevada it may help Obama because its one less vote for Romney. But i <allcaps> know what you mean hah.
positive	lol	i <allcaps> remember Bullet For My Valentine was the shit in <number> grade lol
positive	still the funniest	After watching the campaign again i <allcaps> have realized that Step Brothers is still the funniest Will Ferrell movie but this one is in <number> place
negative	only	i <allcaps> -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. <hashtag> callmecrazy <hashtag> justsayin <hashtag> donthateme
negative	DOESN'T	i <allcaps> -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. <hashtag> callmecrazy <hashtag> justsayin <hashtag> donthateme
negative	attractive.	i <allcaps> -may- be the only girl on the face of the earth that DOESN'T find Channing Tatum attractive. <hashtag> callmecrazy <hashtag> justsayin <hashtag> donthateme
negative	want my leg healed!!	Cold pizza and Mass Effect <number> i <allcaps> want my leg healed!! Going to look up some voodoo shit. I'll be walking, jumping and running tomorrow.
positive	liked that, you'll love <allcaps>	Remember Cupid at Convo last year with the bomb candy bar?? If you liked that, you'll love <allcaps> next Tuesday's Tr <url>
positive	Very funny.	<user> <user> <user> <user> I'd watch Cougar Town over this any day! January <number> on TBS. Very funny. <hashtag> firedooley
negative	not going	Stacie just hit me up and said my packages might be up here tomorrow if that's the case I'm not going to the rave in San Fran. <hashtag> priorities
neutral	Of course	Of course it's Aston Villa. Played them off the park on Saturday. Bring it on!
negative	bad	Give me <number> mins with Candy the dancer from Deja Vu I'm nutting on my <number> pump she that bad lol
positive	not <allcaps> postponed.	<user> even crazier, the Knicks home opener on Friday at msg <allcaps> is not <allcaps> postponed. <hashtag> typicalbloomberg
positive	fond	<user> Do you know ?they may not but we're so fond of all the countries . Uh,happy Republic Day .
positive	envy you	<user> cof cof~ someone is going to Germany on november <number> oh i <allcaps> really envy you <smile> <url>
positive		<user> cof cof~ someone is going to Germany on november <number> oh i <allcaps> really envy you <smile> <url>
positive	Thank you	Thank you snow for cancelling classes today. Now you may stop snowing, so that i <allcaps> can drive to Chapel Hill tomorrow. I'd really appreciate it
positive	appreciate	Thank you snow for cancelling classes today. Now you may stop snowing, so that i <allcaps> can drive to Chapel Hill tomorrow. I'd really appreciate it
positive	best	Chick in my class said Flacco is the best qb <allcaps> in the league. <number> why is a chick talkin football. <number> i <allcaps> cant wait for class tomorrow lol
negative	cant wait	Chick in my class said Flacco is the best qb <allcaps> in the league. <number> why is a chick talkin football. <number> i <allcaps> cant wait for class tomorrow lol
positive	have you there	<hashtag> OilersMobile: July <number> Sam Gagner | <url> <user> nice to have you there for at least another year!
positive	might go	think i might go see flight tomorrow just because Denzel Washington 
positive	just because	think i might go see flight tomorrow just because Denzel Washington 
positive	best of luck	i <allcaps> wish the best of luck to the boro football players and hope they kick butt Saturday for shaun <hashtag> WinItForShaun
positive	Honesty	"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
positive	best	"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
negative	more serious	"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
negative	couldn't	"Honesty is often best policy: Fabio Capello, Russia coach: ""I was hoping Ronaldo's injury was more serious so he couldn't play tomorrow."""
positive	so good	"Bestie we gotta go see ""flight"" with Denzel Washington, comes out Friday. Seems so good <user>"
positive	<smile> Most def,	<user> <smile> Most def, i think when you come tomorrow the boys will be here.
negative	sucking	This is Austin Rivers <number> game and people sucking him he a rookie chill !
negative	rookie chill	This is Austin Rivers <number> game and people sucking him he a rookie chill !
negative	no	"<user> "" <user> Gagner's agent says talks continue, will have hearing on Friday if no deal"" msm <allcaps> just proved you're <hashtag> clueless!"
negative	<hashtag> clueless!	"<user> "" <user> Gagner's agent says talks continue, will have hearing on Friday if no deal"" msm <allcaps> just proved you're <hashtag> clueless!"
positive	enjoying	Im enjoying Celebrity Juice instead of sleep, going to be fooked tomorrow though
negative	<hashtag> shakeshead	We have the day off to move out and Ben is sat laughing at Jeremy Kyle! Oh dear!! <hashtag> shakeshead <hashtag> hidesaway <hashtag> jeremykyle
positive	can	Can it please be Wednesday and potus <allcaps> has been re elected. Then we can move this country <hashtag> Forward!
